Signé,Nom luminaire,Artiste / Dates,Année,Catégorie,Editeur,Spécialité,Collaboration / Œuvre,Description,Matériaux,Dimensions,Estimation,Image luminaire (Nom du fichier),Image designer (imagedesigner),Lien site marchand,Etiquette,Bibliographie
Non,,Blue Green Works ( -).,,,,Studio de design installé au états-Unis.,,,,,,luminaire_8468.jpg,,,,
Non,,Blue Green Works ( -).,,,,Studio de design installé au états-Unis.,,,,,,luminaire_8469.jpg,,,,
Non,,Blue Green Works ( -).,,,,Studio de design installé au états-Unis.,,,,,,luminaire_8471.jpg,,,,
Non,Fiber,Blue Green Works ( -).,,,,Studio de design installé au états-Unis.,,,,,,luminaire_8470.jpg,,,,
Non,Palm,Blue Green Works ( -).,,,,Studio de design installé au états-Unis.,,,,,,luminaire_8472.jpg,,,,
Non,,Bo Notini (1910 - 1975).,,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2412.jpg,,,,
Non,,Bo Notini (1910 - 1975).,,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2413.jpg,,,,
Non,,Bo Notini (1910 - 1975).,,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2414.jpg,,,,
Non,,Bo Notini (1910 - 1975).,,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2417.jpg,,,,
Non,,Bo Notini (1910 - 1975).,,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2418.jpg,,,,
Non,G4 - Ca,Bo Notini (1910 - 1975).,1940,,,"Designer, illustrateur, peintre et sculpteur suédois . | a conçu des lampes pour Bôhimark et Glôssner & Co.",,,,,,luminaire_2416.jpg,,,,
Non,,Bobo Piccoli (pseudonyme Augusto) (1927 - 1981).,,,,Artiste et designer italien.,Fontana Arte.,,,,,luminaire_4330.jpg,,,,
Non,RE,Bobo Piccoli (pseudonyme Augusto) (1927 - 1981).,,,,Artiste et designer italien.,Fontana Arte.,,,,,luminaire_4329.jpg,,,,
Non,Regina,Bobo Piccoli (pseudonyme Augusto) (1927 - 1981).,,,,Artiste et designer italien.,Fontana Arte.,,,,,luminaire_4328.jpg,,,,
Non,,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4179.jpg,,,,
Non,,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4181.jpg,,,,
Non,,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4182.jpg,,,,
Non,,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4183.jpg,,,,
Non,,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4184.jpg,,,,
Non,Symphonie,Bolby (1944-2011).,,,,Designers danois.,CEBO Danemark,,,,,luminaire_4180.jpg,,,,
Non,Dew drops,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8129.jpg,,,,
Non,Metamorphosis,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8131.jpg,,,,
Non,Pebbles,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8128.jpg,,,,
Non,Pyrite,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8127.jpg,,,,
Non,Tied-up,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8132.jpg,,,,
Non,Tim,Bomma (2012 - ).,,,,Verrerie tchèque fondé par Jiri Trtik.,,,,,,luminaire_8130.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2616.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2617.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2618.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2619.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2620.jpg,,,,
Non,,Boréns Borås ( - ).,,,,Manufacture Suède.,,,,,,luminaire_2621.jpg,,,,
Non,Al'envers,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9250.jpg,,,,
Non,Convex,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9253.jpg,,,,
Non,Geometric,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9254.jpg,,,,
Non,Lolipop,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9249.jpg,,,,
Non,Night brids,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9252.jpg,,,,
Non,Pebbles,Boris Klimek (1984 - ).,,,,Designer slovaque.,"Lasvit, Brokis, Bomma",,,,,luminaire_9251.jpg,,,,
Oui,,Boris Lacroix (1902 - 1984).,,,,Architecte et dessinateur art déco français.,"Luminalite, Disderot, Robert Callat",,,,,luminaire_2703.jpg,,,,
Non,,Boris Lacroix (1902 - 1984).,,,,Architecte et dessinateur art déco français.,"Luminalite, Disderot, Robert Callat",,,,,luminaire_2705.jpg,,,,
Non,302,Boris Lacroix (1902 - 1984).,1957,,,Architecte et dessinateur art déco français.,"Luminalite, Disderot, Robert Callat",,,,,luminaire_2704.jpg,,,,
Non,306,Boris Lacroix (1902 - 1984).,1958,,,Architecte et dessinateur art déco français.,"Luminalite, Disderot, Robert Callat",,,,,luminaire_2702.jpg,,,,
Non,,Boris Tabacoff (1927-1985).,,,,Designer français.,Glashütte Limburg,,,,,luminaire_3397.jpg,,,,
Non,,Boris Tabacoff (1927-1985).,,,,Designer français.,Glashütte Limburg,,,,,luminaire_3398.jpg,,,,
Non,Arabeska,Botek Sipek (1949 - 2016).,,,,Architecte et designer tchèque.,"Dirade, Lasvit",,,,,luminaire_5168.jpg,,,,
Non,Galaxy lumina,Botek Sipek (1949 - 2016).,2013,,,Architecte et designer tchèque.,"Dirade, Lasvit",,,,,luminaire_5170.jpg,,,,
Non,Luigi,Botek Sipek (1949 - 2016).,,,,Architecte et designer tchèque.,"Dirade, Lasvit",,,,,luminaire_5171.jpg,,,,
Non,Norma,Botek Sipek (1949 - 2016).,,,,Architecte et designer tchèque.,"Dirade, Lasvit",,,,,luminaire_5169.jpg,,,,
Non,Principessa,Botek Sipek (1949 - 2016).,1995,,,Architecte et designer tchèque.,"Dirade, Lasvit",,,,,luminaire_5167.jpg,,,,
Non,Anonyme,Bras de lumière.,1657,,,,,,,,,luminaire_075.jpg,,,,
Non,Anonyme,Bras de lumière.,,,,,,,,,,luminaire_077.jpg,,,,
Non,Anonyme,Bras de lumière.,,,,,,,,,,luminaire_078.jpg,,,,
Non,Anonyme,Bras de lumière.,,,,,,,,,,luminaire_079.jpg,,,,
Non,Anonyme Musée du Louvre,Bras de lumière.,1658,,,,,,,,,luminaire_076.jpg,,,,
Non,Pierre Doublet Musée du Louvre,Bras de lumière.,1656,,,,,,,,,luminaire_074.jpg,,,,
Non,Ada,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6718.jpg,,,,
Non,Beam,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6722.jpg,,,,
Non,Corde,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6719.jpg,,,,
Non,Echo,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6720.jpg,,,,
Non,Hood,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6717.jpg,,,,
Non,Slide,Brendan Ravenhill (?-?).,,,,Designer américain.,Maison Integre,,,,,luminaire_6716.jpg,,,,
Non,Eye Doll,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6694.jpg,,,,
Non,Feather,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6698.jpg,,,,
Non,Goddess,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6695.jpg,,,,
Non,Hero Statue,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6696.jpg,,,,
Non,King Edison,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6699.jpg,,,,
Non,Little Crush Il,Brendan Young (?-?) et Vanessa Battaglia (?-?).,,,,Fondateurs de la maison d'édition Mineheart.,,,,,,luminaire_6697.jpg,,,,
Non,,BrichetZiegler (2010 - ).,2015,,,Fondé par Caroline Ziegler et Pierre Brichet.,Way Point Atelier,,,,,luminaire_8487.jpg,,,,
Non,Oiseau de Nuit,BrichetZiegler (2010 - ).,,,,Fondé par Caroline Ziegler et Pierre Brichet.,Way Point Atelier,,,,,luminaire_8490.jpg,,,,
Non,Ombre Portée,BrichetZiegler (2010 - ).,,,,Fondé par Caroline Ziegler et Pierre Brichet.,Way Point Atelier,,,,,luminaire_8489.jpg,,,,
Non,Yasuke,BrichetZiegler (2010 - ).,2021,,,Fondé par Caroline Ziegler et Pierre Brichet.,Way Point Atelier,,,,,luminaire_8488.jpg,,,,
Non,,Bruno Gambone (1936-2021),,,,Céramiste italien fils du grand céramiste Guido Gambone.,,,,,,luminaire_8818.jpg,,,,
Non,,Bruno Gambone (1936-2021),,,,Céramiste italien fils du grand céramiste Guido Gambone.,,,,,,luminaire_8819.jpg,,,,
Non,,Bruno Gambone (1936-2021),,,,Céramiste italien fils du grand céramiste Guido Gambone.,,,,,,luminaire_8820.jpg,,,,
Non,,Bruno Gambone (1936-2021),,,,Céramiste italien fils du grand céramiste Guido Gambone.,,,,,,luminaire_8821.jpg,,,,
Non,,Bruno Gambone (1936-2021),,,,Céramiste italien fils du grand céramiste Guido Gambone.,,,,,,luminaire_8822.jpg,,,,
Non,,Bruno Gatta (1904-1976).,,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1863.jpg,,,,
Non,,Bruno Gatta (1904-1976).,,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1866.jpg,,,,
Non,,Bruno Gatta (1904-1976).,,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1867.jpg,,,,
Non,,Bruno Gatta (1904-1976).,,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1868.jpg,,,,
Non,Alberello - Ca,Bruno Gatta (1904-1976).,1960,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1864.jpg,,,,
Non,Modèle 232,Bruno Gatta (1904-1976).,1962,,,Fondateur de Stilnovo en 1946.,,,,,,luminaire_1865.jpg,,,,
Non,Arianna,Bruno Gecchelin (1939 - ).,1991,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5225.jpg,,,,
Non,Gesto - Ca,Bruno Gecchelin (1939 - ).,1970,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5224.jpg,,,,
Non,Laléa - Ca,Bruno Gecchelin (1939 - ).,1970,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5223.jpg,,,,
Non,Mezzaluna - Ca,Bruno Gecchelin (1939 - ).,1970,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5228.jpg,,,,
Non,Oreilles araignée,Bruno Gecchelin (1939 - ).,1973,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5227.jpg,,,,
Non,Ring,Bruno Gecchelin (1939 - ).,1979,,,Designer italien.,"Oluce, Arteluce, Skipper, lguzzini",,,,,luminaire_5226.jpg,,,,
Non,Ambato,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7795.jpg,,,,
Non,Bari,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7793.jpg,,,,
Non,Ibiza,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7792.jpg,,,,
Non,Ile d’elle,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7790.jpg,,,,
Non,Lido,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7791.jpg,,,,
Non,Lihou,Bruno Moinard (?-?).,,,,"Architecte d’intérieur, scénographe, designer, peintre et photographe français.","Roche Bobois, Veronese,",,,,,luminaire_7794.jpg,,,,
Non,Acona Biconbi - Ca,Bruno Munari (1907-1998).,1970,,,"Artiste plasticien, peintre, sculpteur, dessinateur, designer italien.",Danese Milano,,,,,luminaire_4097.jpg,,,,
Non,Capri- Ca,Bruno Munari (1907-1998).,1970,,,"Artiste plasticien, peintre, sculpteur, dessinateur, designer italien.",Danese Milano,,,,,luminaire_4096.jpg,,,,
Non,Esagonale - Ca,Bruno Munari (1907-1998).,1970,,,"Artiste plasticien, peintre, sculpteur, dessinateur, designer italien.",Danese Milano,,,,,luminaire_4095.jpg,,,,
Non,Fakland,Bruno Munari (1907-1998).,1964,,,"Artiste plasticien, peintre, sculpteur, dessinateur, designer italien.",Danese Milano,,,,,luminaire_4099.jpg,,,,
Non,HBM - Ca,Bruno Munari (1907-1998).,1970,,,"Artiste plasticien, peintre, sculpteur, dessinateur, designer italien.",Danese Milano,,,,,luminaire_4098.jpg,,,,
Non,,Bünte & Remmler «BuR»(1875 - ?),,,,Elle a émergé de la société Wagner & Goldschmidt située à Francfort en 1880. En tant que fabricant de lampes à pétrole.,,,,,,luminaire_1428.jpg,,,,
Non,,Bünte & Remmler «BuR»(1875 - ?),,,,Elle a émergé de la société Wagner & Goldschmidt située à Francfort en 1880. En tant que fabricant de lampes à pétrole.,,,,,,luminaire_1429.jpg,,,,
Non,,Bünte & Remmler «BuR»(1875 - ?),,,,Elle a émergé de la société Wagner & Goldschmidt située à Francfort en 1880. En tant que fabricant de lampes à pétrole.,,,,,,luminaire_1430.jpg,,,,
Non,,Bünte & Remmler «BuR»(1875 - ?),,,,Elle a émergé de la société Wagner & Goldschmidt située à Francfort en 1880. En tant que fabricant de lampes à pétrole.,,,,,,luminaire_1431.jpg,,,,
Non,Goethe,Bünte & Remmler «BuR»(1875 - ?),1930,,,Elle a émergé de la société Wagner & Goldschmidt située à Francfort en 1880. En tant que fabricant de lampes à pétrole.,,,,,,luminaire_1427.jpg,,,,
Non,Chapeau,BURO FAMOS (2012 -).,2020,,,Hanna Litwin et Romin Heide ont créé leur studio de design en Allemagne.,"Emko, Modo Luce, Siru,",,,,,luminaire_7970.jpg,,,,
Non,Orb,BURO FAMOS (2012 -).,2015,,,Hanna Litwin et Romin Heide ont créé leur studio de design en Allemagne.,"Emko, Modo Luce, Siru,",,,,,luminaire_7968.jpg,,,,
Non,Slide,BURO FAMOS (2012 -).,2018,,,Hanna Litwin et Romin Heide ont créé leur studio de design en Allemagne.,"Emko, Modo Luce, Siru,",,,,,luminaire_7967.jpg,,,,
Non,Suona,BURO FAMOS (2012 -).,2018,,,Hanna Litwin et Romin Heide ont créé leur studio de design en Allemagne.,"Emko, Modo Luce, Siru,",,,,,luminaire_7969.jpg,,,,
Non,,C.F Otto Mueller ( -).,,,,,Sistrah Licht GmbH,,,,,luminaire_1587.jpg,,,,
Non,,C.F Otto Mueller ( -).,1930,,,,Sistrah Licht GmbH,,,,,luminaire_1589.jpg,,,,
Non,,C.F Otto Mueller ( -).,,,,,Sistrah Licht GmbH,,,,,luminaire_1591.jpg,,,,
Non,Megaphos - Ca,C.F Otto Mueller ( -).,1930,,,,Sistrah Licht GmbH,,,,,luminaire_1588.jpg,,,,
Non,model no. P4,C.F Otto Mueller ( -).,1930,,,,Sistrah Licht GmbH,,,,,luminaire_1593.jpg,,,,
Non,model no. ZP3,C.F Otto Mueller ( -).,1932,,,,Sistrah Licht GmbH,,,,,luminaire_1590.jpg,,,,
Non,Iris,Caine Heintzman (?-?).,,,,Designer canadien.,ANDlight,,,,,luminaire_6525.jpg,,,,
Non,Pipeline,Caine Heintzman (?-?).,,,,Designer canadien.,ANDlight,,,,,luminaire_6522.jpg,,,,
Non,Pipeline,Caine Heintzman (?-?).,,,,Designer canadien.,ANDlight,,,,,luminaire_6526.jpg,,,,
Non,Vale,Caine Heintzman (?-?).,,,,Designer canadien.,ANDlight,,,,,luminaire_6523.jpg,,,,
Non,Vine 7,Caine Heintzman (?-?).,,,,Designer canadien.,ANDlight,,,,,luminaire_6524.jpg,,,,
Non,,Cameron Design ( - ).,,,,Fabricant de luminaire anglais.,,,,,,luminaire_9051.jpg,,,,
Non,,Cameron Design ( - ).,,,,Fabricant de luminaire anglais.,,,,,,luminaire_9053.jpg,,,,
Non,Koru,Cameron Design ( - ).,,,,Fabricant de luminaire anglais.,,,,,,luminaire_9052.jpg,,,,
Non,,Camille Breesch (?-?).,,,,Artiste belge.,,,,,,luminaire_5321.jpg,,,,
Non,,Camille Breesch (?-?).,,,,Artiste belge.,,,,,,luminaire_5322.jpg,,,,
Non,,Camille Breesch (?-?).,,,,Artiste belge.,,,,,,luminaire_5323.jpg,,,,
Non,,Camille Breesch (?-?).,,,,Artiste belge.,,,,,,luminaire_5324.jpg,,,,
Non,,Camille Raymond Fauré (1874-1956).,,,,Céramiste française.,,,,,,luminaire_2201.jpg,,,,
Non,,Camille Raymond Fauré (1874-1956).,,,,Céramiste française.,,,,,,luminaire_2202.jpg,,,,
Non,,Camille Raymond Fauré (1874-1956).,,,,Céramiste française.,,,,,,luminaire_2203.jpg,,,,
Non,,Camille Tharaud (1878 - 1956).,,,,Céramiste français.,,,,,,luminaire_2029.jpg,,,,
Non,,Camille Tharaud (1878 - 1956).,,,,Céramiste français.,,,,,,luminaire_2030.jpg,,,,
Non,,Camille Tharaud (1878 - 1956).,,,,Céramiste français.,,,,,,luminaire_2031.jpg,,,,
Non,,CAPON (?-?).,,,,"Décorateur et serrurier d’art français, il fut aussi de la céramique.","Sabino, J. Robert",,,,,luminaire_1404.jpg,,,,
Oui,,CAPON (?-?).,,,,"Décorateur et serrurier d’art français, il fut aussi de la céramique.","Sabino, J. Robert",,,,,luminaire_1405.jpg,,,,
Oui,,CAPON (?-?).,,,,"Décorateur et serrurier d’art français, il fut aussi de la céramique.","Sabino, J. Robert",,,,,luminaire_1406.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3399.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3400.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3401.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3402.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3403.jpg,,,,
Non,,Cari Zalloni (1937 - 2012).,,,,Designer autrichien.,"Bakalowits, Steuler",,,,,luminaire_3405.jpg,,,,
Non,,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2012.jpg,,,,
Non,,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2014.jpg,,,,
Non,,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2015.jpg,,,,
Non,,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2017.jpg,,,,
Non,,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2018.jpg,,,,
Oui,Orno,Carin Lisa Johansson-Pape (1907 - 1989).,,,,"Créatrice finlandaise, surtout connue pour son travail dans l’éclairage.",Stockmann Orno AB,,,,,luminaire_2013.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2875.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2876.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2877.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2879.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2880.jpg,,,,
Non,,Carl Fagerlund (1915 - 2011).,,,,Designer de luminaire et de verre suedois.,Orrefors,,,,,luminaire_2881.jpg,,,,
Non,,Carl Harry Stålhane (1920-1990).,,,,Artistes et designers céramistes les plus importants de Suède.,Rôrstrand de 1939 à 1973 et pour Designhuset de 1973 jusqu'à sa mort en 1990.,,,,,luminaire_3537.jpg,,,,
Non,,Carl Harry Stålhane (1920-1990).,,,,Artistes et designers céramistes les plus importants de Suède.,Rôrstrand de 1939 à 1973 et pour Designhuset de 1973 jusqu'à sa mort en 1990.,,,,,luminaire_3538.jpg,,,,
Non,,Carl Harry Stålhane (1920-1990).,,,,Artistes et designers céramistes les plus importants de Suède.,Rôrstrand de 1939 à 1973 et pour Designhuset de 1973 jusqu'à sa mort en 1990.,,,,,luminaire_3540.jpg,,,,
Non,,Carl Harry Stålhane (1920-1990).,,,,Artistes et designers céramistes les plus importants de Suède.,Rôrstrand de 1939 à 1973 et pour Designhuset de 1973 jusqu'à sa mort en 1990.,,,,,luminaire_3541.jpg,,,,
Non,,Carl Harry Stålhane (1920-1990).,,,,Artistes et designers céramistes les plus importants de Suède.,Rôrstrand de 1939 à 1973 et pour Designhuset de 1973 jusqu'à sa mort en 1990.,,,,,luminaire_3542.jpg,,,,
Non,,Carl Jacob Jucker (1902 - 1997) ART DECO,,,,Etudiant et designer au Bauhaus.,,,,,,luminaire_2197.jpg,,,,
Non,,Carl Jacob Jucker (1902 - 1997) ART DECO,,,,Etudiant et designer au Bauhaus.,,,,,,luminaire_2198.jpg,,,,
Non,,Carl Moor (?-?).,,,,Architecte et designer suisse.,Bag Turgi,,,,,luminaire_5173.jpg,,,,
Non,,Carl Moor (?-?).,,,,Architecte et designer suisse.,Bag Turgi,,,,,luminaire_5176.jpg,,,,
Non,,Carl Moor (?-?).,,,,Architecte et designer suisse.,Bag Turgi,,,,,luminaire_5177.jpg,,,,
Non,Helvetica - Ca,Carl Moor (?-?).,1960,,,Architecte et designer suisse.,Bag Turgi,,,,,luminaire_5175.jpg,,,,
Non,Professeur,Carl Moor (?-?).,,,,Architecte et designer suisse.,Bag Turgi,,,,,luminaire_5174.jpg,,,,
Non,,Carl Wilhelm Wallgren dit Ville Vallgren (1855 - 1940).,,,,Sculpteur de nationalité française et d’origine finlandaise de renom.,,,,,,luminaire_1082.jpg,,,,
Non,,Carl Witzmann (1883 - 1952).,,,,"Elève de Josef Hoffmann, il à travaillé avec au sein de la Wiener Werkstätte. Ensuite, |! a travaillé comme architecte ainsi que comme décorateur et conception d'expositions.","Lobmeyr, Woka",,,,,luminaire_1047.jpg,,,,
Non,,Carl Witzmann (1883 - 1952).,,,,"Elève de Josef Hoffmann, il à travaillé avec au sein de la Wiener Werkstätte. Ensuite, |! a travaillé comme architecte ainsi que comme décorateur et conception d'expositions.","Lobmeyr, Woka",,,,,luminaire_1048.jpg,,,,
